"features","Compartment","Channel","Measure"
"Nuclei_RadialDistribution_RadialCV_BODIPYRNA_2of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_BODIPYRNA_3of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_BODIPYRNA_4of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_DNA_1of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_DNA_2of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_DNA_3of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_DNA_4of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_Mito_1of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_Mito_2of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_Mito_3of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_Mito_4of4","Nuclei","Mito","RadialDistribution"
"Nuclei_Texture_AngularSecondMoment_AGP_10_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_10_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_10_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_10_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_20_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_20_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_20_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_20_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_5_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_5_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_5_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_AGP_5_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_20_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_20_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_20_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_20_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_5_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_5_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_5_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_BODIPYRNA_5_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_10_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_10_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_10_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_10_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_20_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_20_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_20_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_20_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_5_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_5_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_5_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_DNA_5_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_10_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_10_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_10_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_10_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_20_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_20_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_20_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_20_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_5_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_5_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_5_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_AngularSecondMoment_Mito_5_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_AGP_10_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_10_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_10_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_10_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_20_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_20_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_20_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_20_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_5_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_5_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_5_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_AGP_5_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_10_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_10_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_10_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_10_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_20_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_20_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_20_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_20_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_5_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_5_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_5_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_BODIPYRNA_5_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Contrast_DNA_10_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_10_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_10_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_10_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_20_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_20_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_20_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_20_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_5_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_5_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_5_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_DNA_5_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Contrast_Mito_10_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_10_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_10_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_10_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_20_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_20_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_20_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_20_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_5_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_5_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_5_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Contrast_Mito_5_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_AGP_10_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_10_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_10_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_10_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_20_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_20_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_20_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_20_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_5_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_5_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_5_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_AGP_5_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_10_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_10_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_10_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_10_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_20_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_20_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_20_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_20_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_5_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_5_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_5_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_BODIPYRNA_5_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Correlation_DNA_10_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_10_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_10_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_10_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_20_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_20_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_20_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_20_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_5_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_5_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_5_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_DNA_5_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Correlation_Mito_10_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_10_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_10_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_10_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_20_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_20_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_20_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_20_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_5_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_5_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_5_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Correlation_Mito_5_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_10_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_10_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_10_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_10_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_20_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_20_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_20_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_20_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_5_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_5_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_5_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_AGP_5_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_20_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_20_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_20_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_20_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_10_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_10_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_10_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_10_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_20_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_20_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_20_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_20_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_5_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_5_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_5_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_DNA_5_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_10_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_10_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_10_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_10_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_20_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_20_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_20_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_20_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_5_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_5_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_5_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceEntropy_Mito_5_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_10_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_10_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_10_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_10_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_20_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_20_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_20_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_20_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_5_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_5_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_5_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_AGP_5_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_20_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_20_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_20_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_20_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_10_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_10_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_10_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_10_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_20_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_20_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_20_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_20_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_5_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_5_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_5_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_DNA_5_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_10_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_10_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_10_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_10_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_20_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_20_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_20_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_20_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_5_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_5_01_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_5_02_256","Nuclei","Mito","Texture"
"Nuclei_Texture_DifferenceVariance_Mito_5_03_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Entropy_AGP_10_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_10_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_10_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_10_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_20_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_20_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_20_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_20_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_5_00_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_5_01_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_5_02_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_AGP_5_03_256","Nuclei","AGP","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_10_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_10_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_10_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_10_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_20_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_20_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_20_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_20_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_5_00_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_5_01_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_5_02_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_BODIPYRNA_5_03_256","Nuclei","BODIPYRNA","Texture"
"Nuclei_Texture_Entropy_DNA_10_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_10_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_10_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_10_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_20_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_20_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_20_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_20_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_5_00_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_5_01_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_5_02_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_DNA_5_03_256","Nuclei","DNA","Texture"
"Nuclei_Texture_Entropy_Mito_10_00_256","Nuclei","Mito","Texture"
"Nuclei_Texture_Entropy_Mito_10_01_256","Nuclei","Mito","Texture"
