"features","Compartment","Channel","Measure"
"Cytoplasm_Intensity_MinIntensityEdge_Mito","Cytoplasm","Mito","Intensity"
"Cytoplasm_Intensity_MinIntensity_AGP","Cytoplasm","AGP","Intensity"
"Cytoplasm_Intensity_MinIntensity_BODIPYRNA","Cytoplasm","BODIPYRNA","Intensity"
"Cytoplasm_Intensity_MinIntensity_DNA","Cytoplasm","DNA","Intensity"
"Cytoplasm_Intensity_MinIntensity_Mito","Cytoplasm","Mito","Intensity"
"Cytoplasm_Intensity_StdIntensityEdge_AGP","Cytoplasm","AGP","Intensity"
"Cytoplasm_Intensity_StdIntensityEdge_BODIPYRNA","Cytoplasm","BODIPYRNA","Intensity"
"Cytoplasm_Intensity_StdIntensityEdge_DNA","Cytoplasm","DNA","Intensity"
"Cytoplasm_Intensity_StdIntensityEdge_Mito","Cytoplasm","Mito","Intensity"
"Cytoplasm_Intensity_StdIntensity_AGP","Cytoplasm","AGP","Intensity"
"Cytoplasm_Intensity_StdIntensity_BODIPYRNA","Cytoplasm","BODIPYRNA","Intensity"
"Cytoplasm_Intensity_StdIntensity_DNA","Cytoplasm","DNA","Intensity"
"Cytoplasm_Intensity_StdIntensity_Mito","Cytoplasm","Mito","Intensity"
"Cytoplasm_Intensity_UpperQuartileIntensity_AGP","Cytoplasm","AGP","Intensity"
"Cytoplasm_Intensity_UpperQuartileIntensity_BODIPYRNA","Cytoplasm","BODIPYRNA","Intensity"
"Cytoplasm_Intensity_UpperQuartileIntensity_DNA","Cytoplasm","DNA","Intensity"
"Cytoplasm_Intensity_UpperQuartileIntensity_Mito","Cytoplasm","Mito","Intensity"
"Cytoplasm_Location_CenterMassIntensity_X_AGP","Cytoplasm","AGP","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_X_BODIPYRNA","Cytoplasm","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_X_DNA","Cytoplasm","DNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_X_Mito","Cytoplasm","Mito","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_Y_AGP","Cytoplasm","AGP","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_Y_BODIPYRNA","Cytoplasm","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_Y_DNA","Cytoplasm","DNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_Y_Mito","Cytoplasm","Mito","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_Z_AGP","Cytoplasm","AGP","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_Z_BODIPYRNA","Cytoplasm","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_Z_DNA","Cytoplasm","DNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_CenterMassIntensity_Z_Mito","Cytoplasm","Mito","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_Center_X","Cytoplasm","Compartment","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_Center_Y","Cytoplasm","Compartment","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_X_AGP","Cytoplasm","AGP","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_X_BODIPYRNA","Cytoplasm","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_X_DNA","Cytoplasm","DNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_X_Mito","Cytoplasm","Mito","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_Y_AGP","Cytoplasm","AGP","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_Y_BODIPYRNA","Cytoplasm","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_Y_DNA","Cytoplasm","DNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_Y_Mito","Cytoplasm","Mito","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_Z_AGP","Cytoplasm","AGP","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_Z_BODIPYRNA","Cytoplasm","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_Z_DNA","Cytoplasm","DNA","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Location_MaxIntensity_Z_Mito","Cytoplasm","Mito","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_Number_Object_Number","Cytoplasm","Compartment","Location/Shape/Size/
Neighbor/Count"
"Cytoplasm_RadialDistribution_FracAtD_AGP_1of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_AGP_2of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_AGP_3of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_AGP_4of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_BODIPYRNA_1of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_BODIPYRNA_2of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_BODIPYRNA_3of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_BODIPYRNA_4of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_DNA_1of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_DNA_2of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_DNA_3of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_DNA_4of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_Mito_1of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_Mito_2of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_Mito_3of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_FracAtD_Mito_4of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_AGP_2of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_AGP_4of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_BODIPYRNA_1of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_BODIPYRNA_2of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_BODIPYRNA_3of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_BODIPYRNA_4of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_DNA_1of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_DNA_3of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_DNA_4of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_Mito_2of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_MeanFrac_Mito_4of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_AGP_1of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_AGP_2of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_AGP_3of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_AGP_4of4","Cytoplasm","AGP","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_1of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_2of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_3of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_4of4","Cytoplasm","BODIPYRNA","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_DNA_1of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_DNA_2of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_DNA_3of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_DNA_4of4","Cytoplasm","DNA","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_Mito_1of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_Mito_2of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_Mito_3of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_RadialDistribution_RadialCV_Mito_4of4","Cytoplasm","Mito","RadialDistribution"
"Cytoplasm_Texture_AngularSecondMoment_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_10_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_10_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_10_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_20_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_20_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_20_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_20_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_5_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_5_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_5_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_DNA_5_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_10_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_10_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_10_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_10_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_20_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_20_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_20_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_20_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_5_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_5_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_5_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_AngularSecondMoment_Mito_5_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_5_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_5_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_5_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_BODIPYRNA_5_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_10_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_10_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_10_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_10_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_20_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_20_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_20_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_20_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_5_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_5_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_5_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_DNA_5_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Contrast_Mito_10_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_10_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_10_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_10_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_20_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_20_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_20_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_20_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_5_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_5_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_5_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Contrast_Mito_5_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_5_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_5_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_5_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_BODIPYRNA_5_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_10_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_10_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_10_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_10_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_20_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_20_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_20_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_20_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_5_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_5_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_5_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_DNA_5_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Correlation_Mito_10_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_10_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_10_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_10_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_20_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_20_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_20_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_20_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_5_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_5_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_5_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Correlation_Mito_5_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_10_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_10_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_10_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_10_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_20_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_20_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_20_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_20_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_5_00_256","Cytoplasm","DNA","Texture"
